SubNum,Trial,Order,IDAll,IDSI,IDSD,IDSI_NoSat,SouthernnessIndividual,Healthfulness,Tastiness,Fillingness,Want,Southernness,ConsHealthy,ConsFilling,ConsTasty
12,7,1,4,4.1,3.75,3.8333,3,6,6,5,6,3.2658,6.1266,5.8228,5.962
12,8,1,4,4.1,3.75,3.8333,1,6,6,5,6,2.4231,6.1282,4.9231,5.2179
12,9,1,4,4.1,3.75,3.8333,3,5,5,5,4,2.9114,4.8462,5.038,4.5696
12,10,1,4,4.1,3.75,3.8333,2,6,6,3,3,2.8228,4.7468,5,4.7722
12,11,1,4,4.1,3.75,3.8333,3,6,6,2,5,4.1013,5.7848,3.3165,5.962
12,12,1,4,4.1,3.75,3.8333,2,6,6,3,6,2.481,6.6456,3.4937,4.6709
12,13,1,4,4.1,3.75,3.8333,6,6,4,4,2,5.6329,5.0886,5.1013,3.9494
12,14,1,4,4.1,3.75,3.8333,6,5,4,3,3,5.4051,5.4557,4.859,4.3544
12,15,1,4,4.1,3.75,3.8333,6,6,5,4,6,5.7722,5.6962,5,6.0886
12,16,1,4,4.1,3.75,3.8333,5,5,4,4,4,4.519,4.7179,5.5513,4.9241
12,17,1,4,4.1,3.75,3.8333,6,5,5,4,4,5.3038,5.6582,3.9241,4.1139
12,18,1,4,4.1,3.75,3.8333,4,5,6,2,5,5.6835,4.7342,3.0127,6.0886
12,19,1,4,4.1,3.75,3.8333,2,4,5,4,2,3.1139,2.7089,5.6282,6.1392
12,20,1,4,4.1,3.75,3.8333,2,4,6,4,7,3.2785,2.0641,5.0759,6.0127
12,21,1,4,4.1,3.75,3.8333,2,3,6,6,7,1.8228,2.519,6.0759,6.3165
12,22,1,4,4.1,3.75,3.8333,1,4,5,4,NaN,2.6835,2.6835,4.0253,4.4557
12,23,1,4,4.1,3.75,3.8333,3,3,6,2,2,3.038,2.0253,5.0506,6.2911
12,24,1,4,4.1,3.75,3.8333,1,2,6,6,7,1.6962,2.3671,6.1772,6.1266
13,1,1,2.5,2.9,1.5,3.3333,7,5,7,7,7,6.6709,2.2785,6.4304,6.6329
13,2,1,2.5,2.9,1.5,3.3333,7,5,7,7,7,6.4557,3.3077,5.6329,5.557
13,3,1,2.5,2.9,1.5,3.3333,5,6,6,5,2,5.9114,3.557,4.359,5.0886
13,4,1,2.5,2.9,1.5,3.3333,7,2,7,6,7,6.5316,2.3544,6.3291,6.1013
13,5,1,2.5,2.9,1.5,3.3333,6,4,6,6,5,6.0253,2.7468,5.2436,5.9241
13,6,1,2.5,2.9,1.5,3.3333,6,6,7,5,7,6.5949,3.9114,3.0513,6.1266
13,7,1,2.5,2.9,1.5,3.3333,5,6,5,5,4,3.2658,6.1266,5.8228,5.962
13,8,1,2.5,2.9,1.5,3.3333,4,6,6,3,4,2.4231,6.1282,4.9231,5.2179
13,9,1,2.5,2.9,1.5,3.3333,4,6,2,5,4,2.9114,4.8462,5.038,4.5696
13,10,1,2.5,2.9,1.5,3.3333,7,7,7,7,5,2.8228,4.7468,5,4.7722
13,11,1,2.5,2.9,1.5,3.3333,6,7,7,3,6,4.1013,5.7848,3.3165,5.962
13,12,1,2.5,2.9,1.5,3.3333,4,7,4,4,2,2.481,6.6456,3.4937,4.6709
13,13,1,2.5,2.9,1.5,3.3333,7,4,5,3,4,5.6329,5.0886,5.1013,3.9494
13,14,1,2.5,2.9,1.5,3.3333,5,6,5,5,4,5.4051,5.4557,4.859,4.3544
13,15,1,2.5,2.9,1.5,3.3333,7,7,7,7,4,5.7722,5.6962,5,6.0886
13,16,1,2.5,2.9,1.5,3.3333,6,6,6,6,6,4.519,4.7179,5.5513,4.9241
13,17,1,2.5,2.9,1.5,3.3333,5,4,5,4,2,5.3038,5.6582,3.9241,4.1139
13,18,1,2.5,2.9,1.5,3.3333,7,7,7,7,6,5.6835,4.7342,3.0127,6.0886
13,19,1,2.5,2.9,1.5,3.3333,4,1,7,4,6,3.1139,2.7089,5.6282,6.1392
13,20,1,2.5,2.9,1.5,3.3333,4,3,7,5,6,3.2785,2.0641,5.0759,6.0127
13,21,1,2.5,2.9,1.5,3.3333,2,7,7,7,6,1.8228,2.519,6.0759,6.3165
13,22,1,2.5,2.9,1.5,3.3333,5,4,5,6,7,2.6835,2.6835,4.0253,4.4557
13,23,1,2.5,2.9,1.5,3.3333,4,2,6,4,3,3.038,2.0253,5.0506,6.2911
13,24,1,2.5,2.9,1.5,3.3333,1,7,6,6,4,1.6962,2.3671,6.1772,6.1266
14,1,1,4.7857,4.7,5,4.5,7,4,7,7,4,6.6709,2.2785,6.4304,6.6329
14,2,1,4.7857,4.7,5,4.5,7,3,7,7,6,6.4557,3.3077,5.6329,5.557
14,3,1,4.7857,4.7,5,4.5,7,2,7,7,7,5.9114,3.557,4.359,5.0886
14,4,1,4.7857,4.7,5,4.5,7,1,5,7,1,6.5316,2.3544,6.3291,6.1013
14,5,1,4.7857,4.7,5,4.5,7,1,7,1,6,6.0253,2.7468,5.2436,5.9241
14,6,1,4.7857,4.7,5,4.5,7,4,7,7,2,6.5949,3.9114,3.0513,6.1266
14,7,1,4.7857,4.7,5,4.5,3,7,7,7,7,3.2658,6.1266,5.8228,5.962
14,8,1,4.7857,4.7,5,4.5,1,7,4,5,2,2.4231,6.1282,4.9231,5.2179
14,9,1,4.7857,4.7,5,4.5,2,7,7,7,5,2.9114,4.8462,5.038,4.5696
14,10,1,4.7857,4.7,5,4.5,2,6,6,6,7,2.8228,4.7468,5,4.7722
14,11,1,4.7857,4.7,5,4.5,7,7,7,7,7,4.1013,5.7848,3.3165,5.962
14,12,1,4.7857,4.7,5,4.5,7,7,7,7,7,2.481,6.6456,3.4937,4.6709
14,13,1,4.7857,4.7,5,4.5,7,7,7,7,5,5.6329,5.0886,5.1013,3.9494
14,14,1,4.7857,4.7,5,4.5,7,7,7,7,1,5.4051,5.4557,4.859,4.3544
14,15,1,4.7857,4.7,5,4.5,7,7,7,7,7,5.7722,5.6962,5,6.0886
14,16,1,4.7857,4.7,5,4.5,6,NaN,5,NaN,4,4.519,4.7179,5.5513,4.9241
14,17,1,4.7857,4.7,5,4.5,4,6,3,6,2,5.3038,5.6582,3.9241,4.1139
14,18,1,4.7857,4.7,5,4.5,7,7,7,7,7,5.6835,4.7342,3.0127,6.0886
14,19,1,4.7857,4.7,5,4.5,4,2,7,7,7,3.1139,2.7089,5.6282,6.1392
14,20,1,4.7857,4.7,5,4.5,3,1,7,5,2,3.2785,2.0641,5.0759,6.0127
14,21,1,4.7857,4.7,5,4.5,3,1,7,5,6,1.8228,2.519,6.0759,6.3165
14,22,1,4.7857,4.7,5,4.5,1,1,1,1,1,2.6835,2.6835,4.0253,4.4557
14,23,1,4.7857,4.7,5,4.5,3,1,7,7,7,3.038,2.0253,5.0506,6.2911
14,24,1,4.7857,4.7,5,4.5,2,3,7,7,7,1.6962,2.3671,6.1772,6.1266
15,1,2,2.8571,2.5,3.75,2.3333,6,2,7,7,7,6.6709,2.2785,6.4304,6.6329
15,2,2,2.8571,2.5,3.75,2.3333,7,3,5,6,5,6.4557,3.3077,5.6329,5.557
15,3,2,2.8571,2.5,3.75,2.3333,7,3,5,4,3,5.9114,3.557,4.359,5.0886
15,4,2,2.8571,2.5,3.75,2.3333,6,3,6,7,5,6.5316,2.3544,6.3291,6.1013
15,5,2,2.8571,2.5,3.75,2.3333,5,2,5,7,4,6.0253,2.7468,5.2436,5.9241
15,6,2,2.8571,2.5,3.75,2.3333,6,2,6,4,4,6.5949,3.9114,3.0513,6.1266
15,7,2,2.8571,2.5,3.75,2.3333,4,4,7,6,7,3.2658,6.1266,5.8228,5.962
15,8,2,2.8571,2.5,3.75,2.3333,4,5,7,7,7,2.4231,6.1282,4.9231,5.2179
15,9,2,2.8571,2.5,3.75,2.3333,4,4,2,2,1,2.9114,4.8462,5.038,4.5696
15,10,2,2.8571,2.5,3.75,2.3333,4,5,5,5,2,2.8228,4.7468,5,4.7722
15,11,2,2.8571,2.5,3.75,2.3333,4,6,6,5,3,4.1013,5.7848,3.3165,5.962
15,12,2,2.8571,2.5,3.75,2.3333,3,7,5,3,3,2.481,6.6456,3.4937,4.6709
15,13,2,2.8571,2.5,3.75,2.3333,6,3,1,1,1,5.6329,5.0886,5.1013,3.9494
15,14,2,2.8571,2.5,3.75,2.3333,5,6,3,2,1,5.4051,5.4557,4.859,4.3544
15,15,2,2.8571,2.5,3.75,2.3333,5,4,5,4,3,5.7722,5.6962,5,6.0886
15,16,2,2.8571,2.5,3.75,2.3333,3,5,4,6,3,4.519,4.7179,5.5513,4.9241
15,17,2,2.8571,2.5,3.75,2.3333,6,5,3,3,1,5.3038,5.6582,3.9241,4.1139
15,18,2,2.8571,2.5,3.75,2.3333,5,3,6,5,4,5.6835,4.7342,3.0127,6.0886
15,19,2,2.8571,2.5,3.75,2.3333,2,2,4,3,2,3.1139,2.7089,5.6282,6.1392
15,20,2,2.8571,2.5,3.75,2.3333,4,NaN,6,5,5,3.2785,2.0641,5.0759,6.0127
15,21,2,2.8571,2.5,3.75,2.3333,1,1,5,5,4,1.8228,2.519,6.0759,6.3165
15,22,2,2.8571,2.5,3.75,2.3333,2,3,4,4,1,2.6835,2.6835,4.0253,4.4557
15,23,2,2.8571,2.5,3.75,2.3333,4,2,6,5,6,3.038,2.0253,5.0506,6.2911
15,24,2,2.8571,2.5,3.75,2.3333,1,1,7,7,6,1.6962,2.3671,6.1772,6.1266
16,1,1,2.5714,2.8,2,2.6667,6,1,6,6,5,6.6709,2.2785,6.4304,6.6329
16,2,1,2.5714,2.8,2,2.6667,7,3,2,4,NaN,6.4557,3.3077,5.6329,5.557
16,3,1,2.5714,2.8,2,2.6667,6,2,7,7,1,5.9114,3.557,4.359,5.0886
16,4,1,2.5714,2.8,2,2.6667,6,1,5,5,4,6.5316,2.3544,6.3291,6.1013
16,5,1,2.5714,2.8,2,2.6667,6,2,5,4,3,6.0253,2.7468,5.2436,5.9241
16,6,1,2.5714,2.8,2,2.6667,5,4,5,3,2,6.5949,3.9114,3.0513,6.1266
16,7,1,2.5714,2.8,2,2.6667,2,7,7,7,4,3.2658,6.1266,5.8228,5.962
16,8,1,2.5714,2.8,2,2.6667,4,5,4,5,1,2.4231,6.1282,4.9231,5.2179
16,9,1,2.5714,2.8,2,2.6667,2,4,5,5,1,2.9114,4.8462,5.038,4.5696
16,10,1,2.5714,2.8,2,2.6667,1,4,4,4,2,2.8228,4.7468,5,4.7722
16,11,1,2.5714,2.8,2,2.6667,3,4,5,2,2,4.1013,5.7848,3.3165,5.962
16,12,1,2.5714,2.8,2,2.6667,2,6,4,4,4,2.481,6.6456,3.4937,4.6709
16,13,1,2.5714,2.8,2,2.6667,7,5,5,4,4,5.6329,5.0886,5.1013,3.9494
16,14,1,2.5714,2.8,2,2.6667,7,4,5,5,3,5.4051,5.4557,4.859,4.3544
16,15,1,2.5714,2.8,2,2.6667,5,7,7,7,4,5.7722,5.6962,5,6.0886
16,16,1,2.5714,2.8,2,2.6667,4,3,5,5,5,4.519,4.7179,5.5513,4.9241
16,17,1,2.5714,2.8,2,2.6667,6,5,2,1,1,5.3038,5.6582,3.9241,4.1139
16,18,1,2.5714,2.8,2,2.6667,3,4,5,2,4,5.6835,4.7342,3.0127,6.0886
16,19,1,2.5714,2.8,2,2.6667,2,2,6,6,6,3.1139,2.7089,5.6282,6.1392
16,20,1,2.5714,2.8,2,2.6667,3,2,4,3,7,3.2785,2.0641,5.0759,6.0127
16,21,1,2.5714,2.8,2,2.6667,1,4,7,4,7,1.8228,2.519,6.0759,6.3165
16,22,1,2.5714,2.8,2,2.6667,2,2,2,2,1,2.6835,2.6835,4.0253,4.4557
16,23,1,2.5714,2.8,2,2.6667,2,2,6,4,2,3.038,2.0253,5.0506,6.2911
16,24,1,2.5714,2.8,2,2.6667,1,2,5,5,4,1.6962,2.3671,6.1772,6.1266
17,1,1,4.2857,4.4,4,4,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
17,2,1,4.2857,4.4,4,4,7,4,6,6,5,6.4557,3.3077,5.6329,5.557
17,3,1,4.2857,4.4,4,4,7,2,7,7,7,5.9114,3.557,4.359,5.0886
17,4,1,4.2857,4.4,4,4,7,3,6,6,2,6.5316,2.3544,6.3291,6.1013
17,5,1,4.2857,4.4,4,4,7,3,6,6,2,6.0253,2.7468,5.2436,5.9241
17,6,1,4.2857,4.4,4,4,7,3,7,3,6,6.5949,3.9114,3.0513,6.1266
17,7,1,4.2857,4.4,4,4,6,7,6,6,5,3.2658,6.1266,5.8228,5.962
17,8,1,4.2857,4.4,4,4,2,2,2,2,1,2.4231,6.1282,4.9231,5.2179
17,9,1,4.2857,4.4,4,4,4,3,5,5,1,2.9114,4.8462,5.038,4.5696
17,10,1,4.2857,4.4,4,4,1,2,3,6,4,2.8228,4.7468,5,4.7722
17,11,1,4.2857,4.4,4,4,3,6,6,5,1,4.1013,5.7848,3.3165,5.962
17,12,1,4.2857,4.4,4,4,4,6,6,6,4,2.481,6.6456,3.4937,4.6709
17,13,1,4.2857,4.4,4,4,6,2,5,6,1,5.6329,5.0886,5.1013,3.9494
17,14,1,4.2857,4.4,4,4,7,5,6,6,3,5.4051,5.4557,4.859,4.3544
17,15,1,4.2857,4.4,4,4,7,5,7,7,7,5.7722,5.6962,5,6.0886
17,16,1,4.2857,4.4,4,4,6,2,4,6,1,4.519,4.7179,5.5513,4.9241
17,17,1,4.2857,4.4,4,4,6,6,6,6,2,5.3038,5.6582,3.9241,4.1139
17,18,1,4.2857,4.4,4,4,7,4,6,4,6,5.6835,4.7342,3.0127,6.0886
17,19,1,4.2857,4.4,4,4,1,3,6,6,2,3.1139,2.7089,5.6282,6.1392
17,20,1,4.2857,4.4,4,4,7,2,7,7,5,3.2785,2.0641,5.0759,6.0127
17,21,1,4.2857,4.4,4,4,1,3,6,6,2,1.8228,2.519,6.0759,6.3165
17,22,1,4.2857,4.4,4,4,1,2,1,1,1,2.6835,2.6835,4.0253,4.4557
17,23,1,4.2857,4.4,4,4,4,2,6,6,3,3.038,2.0253,5.0506,6.2911
17,24,1,4.2857,4.4,4,4,1,3,6,6,3,1.6962,2.3671,6.1772,6.1266
18,1,2,3.0714,3.2,2.75,3,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
18,2,2,3.0714,3.2,2.75,3,7,3,5,4,6,6.4557,3.3077,5.6329,5.557
18,3,2,3.0714,3.2,2.75,3,7,3,5,3,4,5.9114,3.557,4.359,5.0886
18,4,2,3.0714,3.2,2.75,3,7,2,7,7,7,6.5316,2.3544,6.3291,6.1013
18,5,2,3.0714,3.2,2.75,3,7,2,5,3,5,6.0253,2.7468,5.2436,5.9241
18,6,2,3.0714,3.2,2.75,3,7,1,4,1,1,6.5949,3.9114,3.0513,6.1266
18,7,2,3.0714,3.2,2.75,3,4,6,6,6,6,3.2658,6.1266,5.8228,5.962
18,8,2,3.0714,3.2,2.75,3,2,7,6,4,3,2.4231,6.1282,4.9231,5.2179
18,9,2,3.0714,3.2,2.75,3,3,4,1,3,1,2.9114,4.8462,5.038,4.5696
18,10,2,3.0714,3.2,2.75,3,2,2,4,3,4,2.8228,4.7468,5,4.7722
18,11,2,3.0714,3.2,2.75,3,2,4,6,4,4,4.1013,5.7848,3.3165,5.962
18,12,2,3.0714,3.2,2.75,3,1,7,4,3,3,2.481,6.6456,3.4937,4.6709
18,13,2,3.0714,3.2,2.75,3,5,3,4,6,2,5.6329,5.0886,5.1013,3.9494
18,14,2,3.0714,3.2,2.75,3,7,4,3,5,4,5.4051,5.4557,4.859,4.3544
18,15,2,3.0714,3.2,2.75,3,7,2,7,4,5,5.7722,5.6962,5,6.0886
18,16,2,3.0714,3.2,2.75,3,1,5,3,4,5,4.519,4.7179,5.5513,4.9241
18,17,2,3.0714,3.2,2.75,3,7,5,2,3,1,5.3038,5.6582,3.9241,4.1139
18,18,2,3.0714,3.2,2.75,3,6,3,5,2,3,5.6835,4.7342,3.0127,6.0886
18,19,2,3.0714,3.2,2.75,3,2,2,5,2,4,3.1139,2.7089,5.6282,6.1392
18,20,2,3.0714,3.2,2.75,3,3,1,5,4,2,3.2785,2.0641,5.0759,6.0127
18,21,2,3.0714,3.2,2.75,3,2,1,6,4,7,1.8228,2.519,6.0759,6.3165
18,22,2,3.0714,3.2,2.75,3,1,3,6,3,7,2.6835,2.6835,4.0253,4.4557
18,23,2,3.0714,3.2,2.75,3,3,1,7,7,6,3.038,2.0253,5.0506,6.2911
18,24,2,3.0714,3.2,2.75,3,1,3,7,4,7,1.6962,2.3671,6.1772,6.1266
19,1,1,2.4286,2.4,2.5,2.3333,7,2,7,6,5,6.6709,2.2785,6.4304,6.6329
19,2,1,2.4286,2.4,2.5,2.3333,6,3,4,5,3,6.4557,3.3077,5.6329,5.557
19,3,1,2.4286,2.4,2.5,2.3333,6,3,5,5,4,5.9114,3.557,4.359,5.0886
19,4,1,2.4286,2.4,2.5,2.3333,6,2,4,5,2,6.5316,2.3544,6.3291,6.1013
19,5,1,2.4286,2.4,2.5,2.3333,7,2,7,3,6,6.0253,2.7468,5.2436,5.9241
19,6,1,2.4286,2.4,2.5,2.3333,7,2,7,2,5,6.5949,3.9114,3.0513,6.1266
19,7,1,2.4286,2.4,2.5,2.3333,3,7,6,6,5,3.2658,6.1266,5.8228,5.962
19,8,1,2.4286,2.4,2.5,2.3333,2,7,7,6,6,2.4231,6.1282,4.9231,5.2179
19,9,1,2.4286,2.4,2.5,2.3333,4,5,2,6,1,2.9114,4.8462,5.038,4.5696
19,10,1,2.4286,2.4,2.5,2.3333,2,5,4,5,3,2.8228,4.7468,5,4.7722
19,11,1,2.4286,2.4,2.5,2.3333,4,5,6,2,4,4.1013,5.7848,3.3165,5.962
19,12,1,2.4286,2.4,2.5,2.3333,3,7,4,3,4,2.481,6.6456,3.4937,4.6709
19,13,1,2.4286,2.4,2.5,2.3333,5,7,4,6,2,5.6329,5.0886,5.1013,3.9494
19,14,1,2.4286,2.4,2.5,2.3333,7,6,3,5,2,5.4051,5.4557,4.859,4.3544
19,15,1,2.4286,2.4,2.5,2.3333,5,4,6,5,7,5.7722,5.6962,5,6.0886
19,16,1,2.4286,2.4,2.5,2.3333,3,6,5,5,3,4.519,4.7179,5.5513,4.9241
19,17,1,2.4286,2.4,2.5,2.3333,7,7,3,4,1,5.3038,5.6582,3.9241,4.1139
19,18,1,2.4286,2.4,2.5,2.3333,5,3,7,2,7,5.6835,4.7342,3.0127,6.0886
19,19,1,2.4286,2.4,2.5,2.3333,3,2,7,6,5,3.1139,2.7089,5.6282,6.1392
19,20,1,2.4286,2.4,2.5,2.3333,4,2,6,4,4,3.2785,2.0641,5.0759,6.0127
19,21,1,2.4286,2.4,2.5,2.3333,2,2,7,5,7,1.8228,2.519,6.0759,6.3165
19,22,1,2.4286,2.4,2.5,2.3333,3,3,5,5,2,2.6835,2.6835,4.0253,4.4557
19,23,1,2.4286,2.4,2.5,2.3333,4,1,7,2,7,3.038,2.0253,5.0506,6.2911
19,24,1,2.4286,2.4,2.5,2.3333,2,3,6,6,5,1.6962,2.3671,6.1772,6.1266
20,1,1,5,5,5,5,7,2,7,7,7,6.6709,2.2785,6.4304,6.6329
20,2,1,5,5,5,5,7,1,7,7,7,6.4557,3.3077,5.6329,5.557
20,3,1,5,5,5,5,7,2,7,7,7,5.9114,3.557,4.359,5.0886
20,4,1,5,5,5,5,7,3,7,7,4,6.5316,2.3544,6.3291,6.1013
20,5,1,5,5,5,5,7,5,7,7,7,6.0253,2.7468,5.2436,5.9241
20,6,1,5,5,5,5,7,4,7,7,7,6.5949,3.9114,3.0513,6.1266
20,7,1,5,5,5,5,3,7,7,7,4,3.2658,6.1266,5.8228,5.962
20,8,1,5,5,5,5,4,7,7,3,1,2.4231,6.1282,4.9231,5.2179
20,9,1,5,5,5,5,4,7,7,6,4,2.9114,4.8462,5.038,4.5696
20,10,1,5,5,5,5,7,7,7,7,2,2.8228,4.7468,5,4.7722
20,11,1,5,5,5,5,7,7,7,3,5,4.1013,5.7848,3.3165,5.962
20,12,1,5,5,5,5,2,7,2,2,1,2.481,6.6456,3.4937,4.6709
20,13,1,5,5,5,5,7,7,7,7,1,5.6329,5.0886,5.1013,3.9494
20,14,1,5,5,5,5,4,7,7,7,2,5.4051,5.4557,4.859,4.3544
20,15,1,5,5,5,5,7,7,7,7,3,5.7722,5.6962,5,6.0886
20,16,1,5,5,5,5,4,7,7,7,2,4.519,4.7179,5.5513,4.9241
20,17,1,5,5,5,5,6,7,7,7,2,5.3038,5.6582,3.9241,4.1139
20,18,1,5,5,5,5,7,5,7,7,4,5.6835,4.7342,3.0127,6.0886
20,19,1,5,5,5,5,6,3,7,7,7,3.1139,2.7089,5.6282,6.1392
20,20,1,5,5,5,5,4,4,7,7,7,3.2785,2.0641,5.0759,6.0127
20,21,1,5,5,5,5,4,2,7,7,6,1.8228,2.519,6.0759,6.3165
20,22,1,5,5,5,5,7,1,7,7,7,2.6835,2.6835,4.0253,4.4557
20,23,1,5,5,5,5,5,1,7,7,7,3.038,2.0253,5.0506,6.2911
20,24,1,5,5,5,5,3,7,7,7,5,1.6962,2.3671,6.1772,6.1266
21,1,2,3.8571,3.8,4,3.8333,7,3,6,6,4,6.6709,2.2785,6.4304,6.6329
21,2,2,3.8571,3.8,4,3.8333,2,2,2,2,1,6.4557,3.3077,5.6329,5.557
21,3,2,3.8571,3.8,4,3.8333,2,2,2,2,1,5.9114,3.557,4.359,5.0886
21,4,2,3.8571,3.8,4,3.8333,6,3,6,6,1,6.5316,2.3544,6.3291,6.1013
21,5,2,3.8571,3.8,4,3.8333,6,4,6,6,5,6.0253,2.7468,5.2436,5.9241
21,6,2,3.8571,3.8,4,3.8333,6,6,6,NaN,5,6.5949,3.9114,3.0513,6.1266
21,7,2,3.8571,3.8,4,3.8333,2,2,2,2,1,3.2658,6.1266,5.8228,5.962
21,8,2,3.8571,3.8,4,3.8333,2,6,2,2,1,2.4231,6.1282,4.9231,5.2179
21,9,2,3.8571,3.8,4,3.8333,2,2,2,2,1,2.9114,4.8462,5.038,4.5696
21,10,2,3.8571,3.8,4,3.8333,2,2,2,2,4,2.8228,4.7468,5,4.7722
21,11,2,3.8571,3.8,4,3.8333,6,6,6,6,6,4.1013,5.7848,3.3165,5.962
21,12,2,3.8571,3.8,4,3.8333,2,2,2,2,2,2.481,6.6456,3.4937,4.6709
21,13,2,3.8571,3.8,4,3.8333,2,2,2,2,4,5.6329,5.0886,5.1013,3.9494
21,14,2,3.8571,3.8,4,3.8333,2,5,2,2,1,5.4051,5.4557,4.859,4.3544
21,15,2,3.8571,3.8,4,3.8333,7,7,7,7,3,5.7722,5.6962,5,6.0886
21,16,2,3.8571,3.8,4,3.8333,3,3,3,5,1,4.519,4.7179,5.5513,4.9241
21,17,2,3.8571,3.8,4,3.8333,6,6,3,3,1,5.3038,5.6582,3.9241,4.1139
21,18,2,3.8571,3.8,4,3.8333,6,6,6,6,4,5.6835,4.7342,3.0127,6.0886
21,19,2,3.8571,3.8,4,3.8333,6,4,6,NaN,3,3.1139,2.7089,5.6282,6.1392
21,20,2,3.8571,3.8,4,3.8333,3,2,7,7,4,3.2785,2.0641,5.0759,6.0127
21,21,2,3.8571,3.8,4,3.8333,3,3,6,6,6,1.8228,2.519,6.0759,6.3165
21,22,2,3.8571,3.8,4,3.8333,2,2,2,2,1,2.6835,2.6835,4.0253,4.4557
21,23,2,3.8571,3.8,4,3.8333,2,2,2,2,7,3.038,2.0253,5.0506,6.2911
21,24,2,3.8571,3.8,4,3.8333,2,2,2,2,1,1.6962,2.3671,6.1772,6.1266
22,1,2,3.2143,3.2,3.25,2.8333,6,2,7,7,6,6.6709,2.2785,6.4304,6.6329
22,2,2,3.2143,3.2,3.25,2.8333,6,3,7,4,6,6.4557,3.3077,5.6329,5.557
22,3,2,3.2143,3.2,3.25,2.8333,7,4,6,4,7,5.9114,3.557,4.359,5.0886
22,4,2,3.2143,3.2,3.25,2.8333,7,1,5,6,4,6.5316,2.3544,6.3291,6.1013
22,5,2,3.2143,3.2,3.25,2.8333,7,2,4,5,3,6.0253,2.7468,5.2436,5.9241
22,6,2,3.2143,3.2,3.25,2.8333,7,2,5,1,2,6.5949,3.9114,3.0513,6.1266
22,7,2,3.2143,3.2,3.25,2.8333,1,7,4,5,3,3.2658,6.1266,5.8228,5.962
22,8,2,3.2143,3.2,3.25,2.8333,1,7,7,6,7,2.4231,6.1282,4.9231,5.2179
22,9,2,3.2143,3.2,3.25,2.8333,1,5,7,6,5,2.9114,4.8462,5.038,4.5696
22,10,2,3.2143,3.2,3.25,2.8333,1,5,7,5,4,2.8228,4.7468,5,4.7722
22,11,2,3.2143,3.2,3.25,2.8333,1,4,4,2,1,4.1013,5.7848,3.3165,5.962
22,12,2,3.2143,3.2,3.25,2.8333,1,7,5,7,3,2.481,6.6456,3.4937,4.6709
22,13,2,3.2143,3.2,3.25,2.8333,5,4,4,7,2,5.6329,5.0886,5.1013,3.9494
22,14,2,3.2143,3.2,3.25,2.8333,7,5,6,7,5,5.4051,5.4557,4.859,4.3544
22,15,2,3.2143,3.2,3.25,2.8333,5,6,7,7,7,5.7722,5.6962,5,6.0886
22,16,2,3.2143,3.2,3.25,2.8333,5,5,6,7,5,4.519,4.7179,5.5513,4.9241
22,17,2,3.2143,3.2,3.25,2.8333,7,6,4,5,3,5.3038,5.6582,3.9241,4.1139
22,18,2,3.2143,3.2,3.25,2.8333,7,3,7,2,7,5.6835,4.7342,3.0127,6.0886
22,19,2,3.2143,3.2,3.25,2.8333,2,2,7,5,7,3.1139,2.7089,5.6282,6.1392
22,20,2,3.2143,3.2,3.25,2.8333,1,2,6,5,3,3.2785,2.0641,5.0759,6.0127
22,21,2,3.2143,3.2,3.25,2.8333,2,2,7,5,5,1.8228,2.519,6.0759,6.3165
22,22,2,3.2143,3.2,3.25,2.8333,1,2,7,4,7,2.6835,2.6835,4.0253,4.4557
22,23,2,3.2143,3.2,3.25,2.8333,1,1,7,4,6,3.038,2.0253,5.0506,6.2911
22,24,2,3.2143,3.2,3.25,2.8333,1,2,7,6,7,1.6962,2.3671,6.1772,6.1266
23,1,2,3.8571,3.8,4,3.8333,6,2,7,6,3,6.6709,2.2785,6.4304,6.6329
23,2,2,3.8571,3.8,4,3.8333,7,2,7,7,7,6.4557,3.3077,5.6329,5.557
23,3,2,3.8571,3.8,4,3.8333,7,4,7,7,1,5.9114,3.557,4.359,5.0886
23,4,2,3.8571,3.8,4,3.8333,7,4,7,7,4,6.5316,2.3544,6.3291,6.1013
23,5,2,3.8571,3.8,4,3.8333,7,2,7,7,5,6.0253,2.7468,5.2436,5.9241
23,6,2,3.8571,3.8,4,3.8333,7,5,7,7,7,6.5949,3.9114,3.0513,6.1266
23,7,2,3.8571,3.8,4,3.8333,4,6,6,6,4,3.2658,6.1266,5.8228,5.962
23,8,2,3.8571,3.8,4,3.8333,5,6,7,6,7,2.4231,6.1282,4.9231,5.2179
23,9,2,3.8571,3.8,4,3.8333,6,5,7,6,7,2.9114,4.8462,5.038,4.5696
23,10,2,3.8571,3.8,4,3.8333,3,5,6,5,2,2.8228,4.7468,5,4.7722
23,11,2,3.8571,3.8,4,3.8333,6,6,7,4,3,4.1013,5.7848,3.3165,5.962
23,12,2,3.8571,3.8,4,3.8333,4,7,7,4,6,2.481,6.6456,3.4937,4.6709
23,13,2,3.8571,3.8,4,3.8333,7,6,7,7,1,5.6329,5.0886,5.1013,3.9494
23,14,2,3.8571,3.8,4,3.8333,7,6,7,7,3,5.4051,5.4557,4.859,4.3544
23,15,2,3.8571,3.8,4,3.8333,7,6,7,7,4,5.7722,5.6962,5,6.0886
23,16,2,3.8571,3.8,4,3.8333,7,4,7,7,4,4.519,4.7179,5.5513,4.9241
